MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Pool Area,Mo Sold,Yr Sold,SalePrice,Bathrooms,Porch SF,Total SF
50,11767,5,6,1946,1995,1200,3,6,0,0,0,5,2008,130500,1,0,1200
60,11929,8,7,1995,1995,2501,4,9,1,192,0,6,2008,290000,3,87,2501
20,10289,5,7,1965,1965,1073,3,6,0,0,0,6,2007,156000,2,0,1073
50,10544,5,5,1969,1969,1479,5,8,0,287,0,4,2010,161000,2,280,1479
20,7000,5,7,1960,2002,1134,2,6,0,0,0,4,2007,135000,1,16,1134
20,12450,5,5,2003,2004,1094,3,6,0,0,0,5,2007,149000,1,0,1094
60,8461,6,5,2005,2006,1456,3,8,1,0,0,7,2006,163990,3,24,1456
20,10519,5,8,1955,1999,1057,3,6,0,0,0,3,2006,137000,1,0,1057
60,9729,6,5,2006,2007,1746,3,6,1,0,0,6,2007,198444,3,34,1746
20,11449,8,5,2007,2007,1728,3,7,1,0,0,1,2008,298751,2,276,1728
20,11216,8,5,2006,2006,1489,3,7,1,0,0,6,2006,232600,2,140,1489
90,7939,7,5,2000,2000,2787,6,8,2,312,0,10,2009,269500,6,0,2787
60,16900,8,5,2001,2002,2649,4,10,1,0,0,1,2008,421250,3,60,2649
20,8842,5,6,1954,1954,992,3,6,0,60,0,1,2010,155891,1,56,992
40,10042,6,8,1920,1995,865,2,4,1,0,0,8,2007,108500,1,84,865
60,11885,8,5,2001,2001,1872,3,7,1,160,0,11,2009,261500,3,122,1872
160,2980,6,5,2000,2000,1512,2,5,0,0,0,5,2010,177000,3,32,1512
90,6012,4,5,1955,1955,1152,2,6,0,0,0,6,2008,82000,2,0,1152
60,9965,7,5,2007,2007,2696,4,10,1,120,0,10,2007,383970,3,352,2696
30,4485,5,7,1920,1950,936,2,5,1,51,0,5,2010,109500,1,135,936
120,3880,8,6,1978,1978,1226,1,4,1,223,0,1,2010,206000,1,78,1226
60,9019,6,5,1994,1994,1320,3,6,0,0,0,7,2006,150000,3,40,1320
70,9842,5,6,1921,1998,2601,4,8,0,183,0,5,2008,189000,4,301,2601
160,1526,4,5,1970,1970,1092,3,5,0,0,0,6,2006,79500,2,34,1092
190,22136,5,5,1925,1975,2640,5,10,1,631,0,7,2006,180000,3,196,2640
160,2117,6,5,2000,2000,1512,2,4,1,0,0,6,2007,168500,3,32,1512
30,9000,5,4,1919,1950,819,2,4,0,0,0,9,2006,72000,1,0,819
50,11100,5,6,1951,1994,1480,4,7,1,0,0,7,2007,136500,1,68,1480
190,10896,6,7,1914,1995,3395,8,14,0,0,0,3,2007,200000,2,110,3395
120,4224,5,7,1976,1976,1060,3,6,1,100,0,6,2007,129900,1,110,1060
85,6760,5,5,1962,1962,936,3,6,1,24,0,10,2007,130000,1,250,936
45,7449,7,7,1930,1950,1108,3,6,1,0,0,6,2007,139400,1,205,1108
190,4456,4,5,1920,2008,1452,2,8,0,0,0,6,2009,113000,2,102,1452
60,10142,7,5,2004,2004,2084,4,8,0,0,0,1,2010,233000,3,45,2084
80,10780,5,5,1976,1976,954,3,6,0,0,0,7,2006,132500,1,0,954
70,22420,6,6,1918,1950,2624,4,10,1,0,0,11,2007,239000,3,0,2624
60,16059,8,5,1991,1992,2417,4,9,1,127,0,4,2006,260000,3,82,2417
20,8877,4,5,1951,1951,1220,2,6,0,0,0,4,2006,102000,1,0,1220
60,8174,7,5,2003,2003,1342,3,7,1,100,0,5,2009,178000,3,56,1342
20,8500,7,5,2004,2004,1422,3,7,0,192,0,11,2007,179600,2,60,1422
70,9650,6,3,1923,1950,1603,4,7,1,0,0,6,2008,138000,1,217,1603
160,3612,6,5,1993,1994,1320,3,5,0,0,0,6,2006,137000,3,48,1320
30,8248,3,3,1914,1950,864,2,5,0,0,0,9,2008,67000,1,100,864
120,8239,7,5,1986,1986,1295,2,5,0,0,0,11,2006,230000,2,0,1295
20,6500,6,6,1976,1976,1127,3,6,1,0,0,5,2008,135000,2,138,1127
120,5119,9,5,1999,2000,1709,2,5,1,97,0,1,2008,328900,2,65,1709
50,6240,4,5,1947,1950,912,2,3,0,0,0,7,2006,80500,1,0,912
120,7313,9,5,2005,2005,1561,2,6,1,203,0,8,2007,277500,2,47,1561
70,4571,5,7,1910,1950,1232,3,6,0,280,0,6,2007,114000,1,143,1232
20,13811,6,6,1987,1987,1137,2,5,1,125,0,7,2006,176000,2,0,1137
20,15783,5,5,1952,1952,924,2,6,0,0,0,6,2007,112500,1,324,924
160,1680,6,6,1972,1972,987,2,5,0,0,0,7,2009,97000,2,0,987
190,5852,7,5,1902,2000,1864,6,9,0,0,0,5,2009,97500,3,290,1864
160,2117,6,5,2000,2000,1573,3,4,0,0,0,9,2007,177000,3,32,1573
60,8826,7,5,2000,2000,1842,3,7,1,193,0,7,2007,217500,3,96,1842
60,12257,8,5,1995,1995,2531,4,9,1,222,0,11,2007,290000,3,98,2531
160,2544,7,5,2004,2005,1200,2,4,0,0,0,2,2010,149500,3,172,1200
70,5870,6,9,1900,2000,1290,3,6,0,38,0,4,2008,106900,2,112,1290
60,16056,9,5,2005,2006,2868,4,11,1,214,0,7,2006,556581,4,108,2868
30,6120,5,7,1931,1993,875,2,5,0,48,0,11,2009,105000,1,0,875
70,26400,5,7,1880,2007,2016,4,7,1,0,0,6,2009,131000,1,0,2016
90,10791,4,5,1967,1967,1296,2,6,0,0,0,10,2006,90000,2,0,1296
20,9158,8,5,2007,2007,1496,3,7,0,168,0,6,2007,225000,2,130,1496
60,10852,6,5,2000,2000,1671,3,7,1,0,0,2,2006,173000,3,38,1671
20,7801,6,5,1951,1951,1091,2,5,1,66,0,5,2008,104000,1,326,1091
20,13300,5,7,1956,2000,928,2,4,0,261,0,6,2007,132000,1,156,928
20,14585,6,6,1960,1987,1429,3,7,2,216,0,6,2007,181900,1,110,1429
50,8382,4,5,1956,1956,1337,3,5,0,0,0,2,2010,108000,1,0,1337
20,11664,6,5,1948,1950,1082,2,5,1,0,0,11,2007,119200,1,130,1082
20,27697,4,3,1961,1961,1608,3,6,0,152,0,11,2007,80000,1,38,1608
20,5500,7,5,2004,2004,1073,2,4,0,0,0,5,2006,157000,2,120,1073
70,21281,5,4,1935,2007,3086,4,9,0,0,0,11,2007,301600,4,654,3086
50,10440,5,6,1910,1981,1230,2,5,0,74,0,5,2009,110000,2,128,1230
20,10933,9,5,2009,2009,1680,1,8,1,185,0,7,2009,323262,2,24,1680
190,12900,5,4,1920,1950,1140,3,6,0,0,0,1,2008,95541,1,190,1140
160,1495,4,6,1970,1970,1092,3,5,0,0,0,5,2007,93900,2,64,1092
70,10800,5,9,1895,1999,1534,3,6,0,0,0,7,2007,148000,2,112,1534
160,1477,6,9,1970,2007,1092,3,6,0,187,0,3,2008,98000,3,0,1092
20,10447,5,6,1984,1984,887,3,5,0,140,0,12,2007,124500,1,0,887
20,14828,9,5,2004,2005,1780,2,7,1,144,0,8,2006,378000,2,68,1780
90,7596,5,5,1952,1952,1960,4,10,0,0,0,7,2009,124500,2,0,1960
60,9950,7,5,1995,1995,2520,4,9,1,224,0,6,2007,290000,3,114,2520
50,7500,6,6,1947,1950,1312,3,6,0,0,0,10,2006,127000,2,28,1312
50,9600,5,7,1940,1950,1308,2,7,2,0,0,6,2009,160000,2,70,1308
20,9345,8,5,2007,2007,1615,3,7,1,168,0,5,2008,248500,2,30,1615
50,6300,5,4,1938,1950,1268,3,7,2,0,0,7,2009,160000,2,55,1268
120,10307,7,5,2007,2008,1358,2,6,1,192,0,5,2009,212500,2,26,1358
70,6000,6,6,1939,1950,1232,3,6,2,0,0,2,2007,128000,2,0,1232
85,12150,6,6,1979,1979,1299,2,5,1,84,0,1,2007,183500,2,222,1299
20,8626,4,6,1956,1956,968,2,5,0,0,0,5,2007,104500,1,0,968
20,9760,6,7,1963,1984,1395,2,7,1,657,0,5,2010,192000,1,353,1395
50,7264,7,7,1925,2007,1548,3,5,0,74,0,10,2009,205000,3,144,1548
20,14145,7,7,1984,1998,1621,3,8,0,108,0,5,2006,202500,2,45,1621
70,4571,5,5,1916,1950,1344,4,7,0,0,0,5,2008,98000,1,96,1344
20,8400,4,5,1970,1970,882,2,4,0,240,0,4,2010,126000,1,0,882
20,16905,5,6,1959,1959,1328,2,5,2,0,0,7,2007,170000,2,104,1328
20,11850,6,6,1984,1984,1177,3,6,0,204,0,8,2007,151500,2,103,1177
60,8637,6,5,1999,2000,1714,3,7,1,256,0,4,2007,180000,3,48,1714
20,9600,5,5,1969,1969,1336,3,6,1,312,0,8,2009,163000,2,11,1336
60,9303,6,5,1996,1997,1756,3,7,0,144,0,7,2007,204000,3,122,1756
20,14137,5,5,1996,1997,1384,3,7,0,0,0,11,2008,177900,2,39,1384
160,2645,8,5,1999,2000,1607,3,7,0,169,0,12,2008,200000,3,0,1607
160,1680,6,5,1973,1973,987,2,5,0,0,0,11,2008,100000,2,0,987
160,2280,6,6,1975,1975,1456,3,6,1,173,0,6,2010,149900,3,0,1456
20,11600,6,5,1960,1960,1383,3,7,0,0,0,4,2006,145250,2,45,1383
20,10659,5,6,1961,1961,1050,3,6,0,0,0,1,2006,136500,1,319,1050
20,7162,5,7,1966,1966,904,3,6,0,0,0,12,2008,109900,1,0,904
20,11520,9,5,2005,2005,1698,3,7,1,192,0,6,2010,275000,2,74,1698
20,11358,7,7,1972,1987,1610,3,8,1,202,0,5,2007,185000,2,256,1610
160,1936,4,7,1970,1970,1092,3,5,0,0,0,6,2006,90500,2,0,1092
50,10818,4,4,1910,1950,1760,4,7,1,120,0,2,2006,80000,2,96,1760
20,17778,8,5,1981,1981,2497,2,7,2,266,0,3,2007,373000,2,0,2497
20,13615,9,5,2006,2006,1802,3,7,1,158,0,6,2007,372000,3,105,1802
60,8970,5,6,1965,1965,2140,4,7,1,0,0,6,2009,177500,3,304,2140
60,10110,6,5,2003,2003,1696,3,7,0,143,0,7,2008,188000,3,66,1696
120,5858,7,5,1999,1999,1337,2,5,1,203,0,6,2010,184000,2,68,1337
20,13514,9,5,2008,2008,1808,3,7,1,200,0,3,2009,324000,2,26,1808
20,14175,5,5,1956,1998,1375,3,6,1,0,0,12,2007,187000,1,0,1375
20,6762,7,5,2007,2007,1208,2,6,0,105,0,9,2007,195400,2,54,1208
80,7848,7,6,1999,1999,1430,3,7,1,0,0,6,2009,168000,3,0,1430
50,10836,5,5,1922,1950,1436,3,7,1,0,0,6,2008,139000,1,100,1436
50,9000,5,6,1946,1950,1499,3,5,1,0,0,6,2008,140000,1,20,1499
20,39384,6,6,1957,1957,1390,1,4,2,0,0,10,2006,252000,2,189,1390
85,7703,6,8,1978,1978,1034,3,6,1,311,0,5,2008,153000,1,0,1034
20,6000,4,7,1954,2000,901,2,4,0,0,0,8,2008,107900,1,0,901
20,11479,6,7,1950,1987,1074,3,6,1,0,0,6,2010,144500,1,104,1074
90,8250,6,7,1981,1981,1882,4,8,2,0,0,5,2009,160000,2,0,1882
20,12606,9,5,2007,2008,1530,3,7,1,212,0,5,2009,250000,2,136,1530
60,9245,7,5,2006,2006,1797,3,8,0,144,0,4,2007,213500,3,53,1797
80,9150,6,5,1962,1962,1431,3,6,1,64,0,12,2008,165000,1,110,1431
20,9260,7,5,2007,2007,1162,3,6,0,0,0,3,2008,170000,2,32,1162
30,3300,4,3,1910,1950,816,2,5,1,0,0,6,2009,58500,1,33,816
50,6000,5,8,1925,1997,1348,3,5,1,0,0,5,2009,117000,1,208,1348
30,21299,7,5,1941,1963,2039,3,7,3,0,0,12,2006,167000,2,90,2039
60,9505,7,5,2001,2001,2035,3,8,1,144,0,5,2010,222500,3,48,2035
20,8400,6,3,1957,1957,1478,3,6,2,114,0,6,2009,156500,2,216,1478
20,11120,6,6,1984,1984,1232,3,6,0,0,0,6,2008,162500,2,0,1232
20,8749,7,5,2002,2002,1459,3,6,1,192,0,9,2007,192000,2,39,1459
60,8400,8,6,2001,2001,1665,3,6,0,0,0,11,2009,227000,3,45,1665
20,6000,5,6,1957,1957,928,3,5,0,0,0,6,2008,112500,1,0,928
20,9000,5,3,1959,1959,1006,3,5,0,0,0,7,2008,80000,1,24,1006
20,9724,5,7,1947,1950,1043,2,5,1,125,0,5,2006,137000,1,48,1043
50,8410,5,3,1910,1996,1184,5,8,0,0,0,5,2006,81000,1,151,1184
120,3922,7,5,2006,2007,1258,2,6,1,144,0,6,2007,172500,2,16,1258
70,10690,5,7,1920,1997,1344,3,6,0,0,0,7,2009,147000,1,346,1344
20,14175,5,6,1956,1987,1437,3,6,1,304,0,11,2006,168000,2,0,1437
20,7350,5,7,1951,1951,952,2,4,0,0,0,6,2008,139000,1,0,952
50,10998,5,5,1941,1960,1604,3,6,0,0,0,7,2009,117000,2,68,1604
20,7200,5,7,1954,1954,825,2,4,0,0,0,7,2008,109500,1,0,825
60,18800,6,5,1976,1976,1574,3,6,1,306,0,7,2006,190000,3,111,1574
20,8772,7,5,2005,2006,1336,3,6,0,136,0,9,2006,198000,2,43,1336
20,7560,5,5,1959,1959,1040,3,6,0,140,0,7,2006,133700,1,252,1040
60,18062,10,5,2006,2006,3390,5,10,1,204,0,9,2006,545224,4,34,3390
20,12155,6,3,1970,1970,1657,3,7,1,0,0,3,2007,163500,2,147,1657
60,14565,7,5,1994,1995,1657,3,6,0,144,0,11,2008,189000,3,74,1657
160,2665,5,6,1977,1977,1475,4,6,1,104,0,7,2006,127000,2,26,1475
190,6000,5,4,1954,1954,1387,3,7,0,0,0,11,2009,93000,2,0,1387
20,10152,6,6,1956,1994,1124,3,6,1,0,0,5,2006,153000,1,533,1124
60,12227,6,7,1977,1995,2872,4,11,1,550,0,7,2008,272000,3,282,2872
50,6120,5,6,1938,1950,1582,3,6,1,189,0,2,2009,150000,2,184,1582
30,3636,4,4,1922,1950,796,2,5,0,0,0,1,2008,55000,1,100,796
50,7000,6,6,1924,1950,1310,2,6,0,0,0,5,2006,112000,2,126,1310
60,8125,6,5,2005,2005,1716,3,7,0,0,0,2,2006,200825,3,53,1716
20,11128,9,5,2005,2006,2490,2,9,2,70,0,10,2009,468000,2,226,2490
60,8400,6,6,1980,1981,1564,3,7,1,0,0,4,2010,171000,3,254,1564
70,7518,5,8,1910,2004,1330,3,7,0,0,0,7,2006,116500,1,117,1330
50,12665,5,8,1915,1950,1416,4,7,1,418,0,6,2008,153900,2,194,1416
20,23580,6,6,1979,1979,1625,3,6,1,136,0,9,2006,242500,2,28,1625
70,7200,7,9,1936,2007,1135,3,6,0,256,0,4,2009,155000,1,0,1135
50,5190,7,5,1948,1950,1079,2,5,1,135,0,1,2008,125600,1,0,1079
20,12299,7,6,1978,1985,1664,3,7,1,0,0,9,2007,213000,2,0,1664
30,7200,6,6,1930,1950,984,3,6,0,0,0,3,2006,90000,1,164,984
60,10944,7,5,1994,1994,2127,3,5,2,171,0,8,2008,271000,3,132,2127
20,10895,5,6,1955,1955,972,3,5,0,0,0,6,2010,122500,1,205,972
70,3600,6,7,1910,1993,1368,3,7,0,0,0,10,2006,114504,1,158,1368
85,7252,5,5,1982,1982,858,2,5,0,120,0,4,2009,134900,1,0,858
160,1476,4,7,1970,1970,1092,3,5,0,200,0,3,2010,76000,2,26,1092
120,4920,8,5,2001,2001,1338,2,6,0,0,0,4,2010,213500,2,170,1338
30,10200,4,6,1925,1950,572,2,4,0,0,0,5,2009,75000,1,72,572
20,9178,8,5,2008,2008,1468,3,6,1,192,0,6,2009,239900,2,142,1468
50,6000,6,9,1937,2000,1176,2,4,0,210,0,7,2009,134900,1,0,1176
75,15863,7,3,1920,1970,3082,5,12,2,136,0,8,2009,197000,3,63,3082
120,3684,7,5,2007,2007,1555,2,7,1,143,0,6,2009,174000,2,20,1555
30,9656,2,2,1923,1970,832,2,5,1,0,0,6,2010,12789,1,0,832
20,7200,5,7,1951,2000,900,3,5,0,222,0,5,2010,134800,1,32,900
60,9350,5,6,1964,1964,1440,4,7,1,0,0,7,2006,157500,2,272,1440
120,6904,6,5,2005,2005,1358,2,6,1,192,0,8,2009,213000,2,36,1358
60,15896,7,5,1999,1999,2312,4,8,1,298,0,5,2009,245000,3,0,2312
70,7230,7,7,1927,1992,1718,4,8,1,291,0,10,2007,238000,3,213,1718
60,8450,6,5,2001,2001,1677,3,7,0,0,0,9,2008,190500,3,68,1677
50,9143,5,7,1900,2003,1017,2,5,0,0,0,5,2008,114000,1,139,1017
90,8741,5,6,1946,1950,1195,4,8,0,118,0,7,2007,98500,2,0,1195
60,14598,6,5,2007,2007,1933,4,9,1,100,0,1,2008,214000,3,18,1933
60,11367,8,5,2002,2002,1989,3,7,1,199,0,11,2006,255000,3,60,1989
60,12435,7,5,2001,2001,1792,3,7,1,0,0,5,2008,231500,3,341,1792
60,7153,6,5,1992,1992,1603,3,7,0,0,0,7,2006,175900,3,124,1603
50,6240,5,8,1939,1952,1322,4,7,0,0,0,7,2007,132000,1,0,1322
80,10784,7,5,1991,1992,1472,3,7,1,164,0,5,2007,160000,3,0,1472
160,5062,7,5,1984,1984,2090,3,6,1,219,0,9,2007,207500,2,0,2090
120,8232,9,5,2007,2008,1800,2,6,1,210,0,6,2008,370967,2,0,1800
50,9439,5,5,1930,1950,1248,2,6,0,0,0,3,2007,87000,1,192,1248
20,13377,6,5,2006,2006,1846,3,7,1,0,0,7,2006,233555,2,32,1846
160,2001,4,5,1970,1970,1092,3,6,0,0,0,1,2007,75000,2,0,1092
20,7500,7,5,2005,2005,1266,3,6,1,38,0,4,2006,176000,2,144,1266
120,5568,8,5,2006,2007,1625,2,5,1,123,0,10,2007,375000,2,153,1625
120,2394,5,6,1973,1973,945,2,5,1,174,0,5,2010,119500,1,164,945
60,8834,9,5,2004,2005,2224,4,10,1,184,0,6,2009,350000,3,0,2224
60,12205,6,8,1966,2007,2087,5,9,0,133,0,7,2007,187500,3,168,2087
60,10530,7,6,1993,1993,2075,3,8,1,235,0,8,2007,255000,3,86,2075
80,12800,7,5,1989,1989,1644,2,5,1,80,0,8,2009,275000,2,396,1644
50,10164,5,5,1939,1950,1465,3,6,2,0,0,7,2006,131000,2,126,1465
20,7943,4,5,1961,1961,1029,3,5,0,64,0,4,2007,118500,1,39,1029
190,7000,5,7,1910,1991,1347,3,5,0,85,0,1,2008,107500,1,148,1347
60,9130,6,8,1966,2000,1632,4,7,0,0,0,7,2008,173000,2,40,1632
180,3675,6,5,2005,2005,1072,2,5,0,0,0,6,2008,148000,1,28,1072
20,10612,8,5,2006,2006,1534,3,7,1,168,0,1,2007,215000,2,46,1534
20,9819,5,5,1967,1967,900,3,5,0,0,0,2,2010,122000,1,0,900
80,11512,6,7,1959,2006,1357,2,5,1,0,0,5,2008,177000,1,163,1357
70,11435,8,7,1929,1950,1517,3,7,2,0,0,6,2006,230000,1,0,1517
120,4426,6,5,2004,2004,848,1,3,1,149,0,5,2008,149300,1,0,848
80,15400,5,5,1961,1961,1774,4,8,1,290,0,7,2009,165000,2,40,1774
50,10512,6,6,1954,1954,1626,3,6,0,366,0,5,2007,154000,2,0,1626
20,7920,5,5,1970,2002,914,3,5,0,120,0,10,2007,133000,1,0,914
80,13300,7,5,2004,2004,1374,3,7,1,100,0,6,2010,184500,3,0,1374
20,11024,7,5,2005,2006,1400,3,6,0,144,0,10,2006,186800,2,55,1400
70,4800,5,5,1910,2003,1360,2,6,0,192,0,1,2008,111000,1,50,1360
20,9758,5,5,1971,1971,950,3,5,0,0,0,7,2007,119500,1,0,950
50,9786,6,7,1962,1981,1734,3,7,1,0,0,6,2006,159000,2,128,1734
70,7200,7,7,1920,1950,1762,4,8,0,36,0,10,2006,157000,2,221,1762
20,17169,10,5,2007,2007,2290,2,7,1,192,0,8,2007,500067,3,30,2290
20,11556,5,6,1952,1952,882,2,4,0,0,0,5,2008,116000,1,0,882
50,18837,6,5,1978,1978,1891,3,7,1,0,0,4,2010,212500,3,69,1891
50,9525,6,5,1953,1953,1609,5,7,0,0,0,7,2006,149900,2,0,1609
20,9819,6,5,1977,1977,1567,2,5,2,264,0,5,2009,196000,2,32,1567
60,9900,7,5,1993,1993,2646,4,9,1,340,0,4,2009,260000,3,204,2646
20,10481,8,5,2006,2007,2140,3,8,0,136,0,6,2007,360000,3,32,2140
120,5950,8,5,1989,1989,1337,2,5,1,0,0,4,2008,188500,2,227,1337
60,13355,7,6,1971,1971,1670,4,7,0,0,0,5,2008,170000,2,0,1670
30,10200,5,8,1940,1997,672,2,4,0,168,0,8,2008,108000,1,0,672
60,13774,7,7,1977,1992,2288,4,8,2,321,0,11,2009,230000,3,228,2288
80,12886,5,6,1963,1999,1464,3,6,1,302,0,10,2009,175000,2,100,1464
20,11394,9,2,2010,2010,1856,1,8,1,113,0,6,2010,394432,2,0,1856
160,1869,6,6,1970,1970,987,2,5,0,0,0,9,2008,106000,2,0,987
80,10970,6,6,1978,1978,1026,3,5,0,0,0,10,2008,147000,1,34,1026
120,7052,7,5,2005,2005,1364,2,6,1,192,0,6,2006,185850,2,36,1364
30,4853,5,6,1924,1999,1296,2,5,1,0,0,5,2010,104000,2,36,1296
20,9610,6,6,1958,1958,1336,3,7,1,80,0,12,2006,162000,2,0,1336
60,11308,9,5,2008,2008,2184,3,10,1,0,0,7,2009,335000,3,102,2184
50,7425,7,7,1945,1950,1668,3,8,0,210,0,8,2008,108000,2,0,1668
20,7599,4,6,1982,2006,845,2,4,0,0,0,6,2007,129500,1,0,845
90,11643,5,5,1969,1969,2634,6,12,0,0,0,8,2009,200000,4,0,2634
160,1680,6,5,1971,1971,1092,3,6,0,0,0,3,2010,88000,2,0,1092
20,5940,4,7,1946,1950,896,2,4,0,0,0,4,2008,79000,1,0,896
30,7200,5,4,1910,2006,1022,2,4,0,0,0,6,2009,85000,1,256,1022
85,9360,6,7,1977,1977,1287,2,5,2,302,0,11,2009,173000,2,159,1287
70,9060,5,6,1923,1999,1828,3,6,0,174,0,3,2007,150909,2,212,1828
190,6048,5,7,1910,1950,1680,2,7,1,56,0,6,2010,114900,2,144,1680
20,11029,6,8,1958,2002,1414,3,6,1,0,0,5,2008,176500,1,241,1414
160,3604,7,5,2007,2007,1392,2,5,0,0,0,2,2008,146000,2,102,1392
85,10820,5,7,1971,1972,810,2,4,0,0,0,6,2006,130000,1,0,810
80,9200,6,5,1965,1965,1042,3,5,0,192,0,5,2007,161000,2,0,1042
160,1974,4,5,1973,1973,1092,3,6,0,120,0,5,2010,83500,2,96,1092
20,10000,5,6,1961,1983,1144,3,6,1,165,0,3,2009,131400,1,0,1144
20,9981,5,5,1967,1967,1073,3,6,0,0,0,3,2008,120000,1,90,1073
120,7820,9,5,2007,2007,1869,2,6,1,210,0,12,2007,318061,2,54,1869
60,7415,6,5,2004,2004,1593,3,8,1,100,0,4,2008,193000,3,75,1593
20,15306,8,5,2006,2007,1776,3,7,1,0,0,5,2007,283463,2,0,1776
20,13008,6,5,1956,1956,882,2,5,0,0,0,10,2009,124500,1,0,882
60,11584,7,6,1979,1979,1725,3,6,1,0,0,11,2007,197000,3,304,1725
20,10032,6,5,1959,1959,1580,3,6,2,0,0,6,2010,159500,2,188,1580
190,32463,4,4,1961,1975,1622,3,7,1,439,0,3,2007,168000,1,0,1622
80,10530,6,6,1975,2000,1875,3,8,1,48,0,6,2006,184500,3,28,1875
60,10010,7,5,1993,1994,2197,4,9,1,385,0,7,2008,287500,3,99,2197
60,12420,7,5,2001,2001,1840,3,6,0,0,0,6,2009,230000,3,45,1840
60,9157,7,5,2003,2003,2014,3,9,0,124,0,2,2009,170000,3,114,2014
120,12677,8,5,2003,2004,1518,1,6,1,185,0,4,2008,274000,2,140,1518
120,5911,9,5,2005,2005,1565,2,6,1,196,0,3,2006,282500,2,56,1565
20,10200,5,7,1954,2003,1086,3,6,0,0,0,5,2010,144900,1,0,1086
30,10800,3,5,1890,1998,725,1,4,0,0,0,11,2009,78500,2,30,725
70,7200,7,9,1910,2008,1690,4,5,0,0,0,8,2009,156500,2,112,1690
120,5070,8,5,1992,1992,1280,2,5,0,0,0,8,2008,180000,2,226,1280
120,4224,5,5,1976,1976,1142,3,6,1,536,0,8,2007,134000,2,90,1142
20,20896,8,5,2005,2006,2097,1,8,1,192,0,1,2006,423000,2,267,2097
30,7200,5,7,1940,1992,804,2,4,2,0,0,2,2010,119000,1,154,804
20,13300,5,5,1956,2001,1384,2,6,0,75,0,6,2006,159000,1,323,1384
70,11526,6,7,1922,1994,2555,3,11,1,431,0,9,2008,191000,2,0,2555
20,6762,7,5,2006,2006,1294,2,6,1,168,0,7,2006,193879,2,55,1294
60,9900,7,5,1968,1968,1978,4,9,1,0,0,4,2008,176000,3,43,1978
20,12537,5,6,1971,2008,1078,3,6,1,0,0,4,2010,149900,2,0,1078
20,11200,6,5,1985,1985,1298,3,5,1,165,0,5,2006,180000,2,26,1298
190,6000,5,7,1955,1955,960,3,5,0,0,0,6,2006,135500,1,0,960
20,35133,5,4,1963,1963,1572,3,5,2,0,0,5,2007,186700,2,526,1572
190,8250,5,6,1895,2006,1991,4,9,0,0,0,6,2007,119600,2,133,1991
20,9100,7,5,2001,2001,1212,3,6,0,356,0,6,2009,178000,2,0,1212
20,7400,7,6,1962,1962,1045,3,6,0,0,0,3,2006,120000,1,0,1045
20,21695,6,9,1988,2007,1680,3,5,1,292,0,12,2009,222000,2,226,1680
190,7000,5,5,1962,1962,1025,3,6,0,96,0,3,2006,124000,1,80,1025
50,9000,5,5,1958,1958,1955,4,7,0,0,0,1,2008,165500,2,0,1955
80,8400,7,5,1996,1997,1628,3,7,1,48,0,6,2009,189000,3,72,1628
60,12011,8,5,1998,1998,1924,3,7,1,208,0,6,2006,280000,3,449,1924
20,31250,1,3,1951,1951,1600,3,6,0,0,0,5,2006,81500,2,135,1600
20,11988,6,6,1957,1957,1244,3,6,2,0,0,5,2007,150000,2,40,1244
60,7500,8,5,2000,2001,1874,3,7,1,0,0,3,2009,220000,3,134,1874
20,10751,5,5,1974,1974,1037,2,5,0,136,0,8,2007,129000,1,47,1037
20,11750,7,5,2005,2006,1546,3,7,0,144,0,6,2007,217000,2,42,1546
60,12090,8,5,1998,1998,2263,4,10,1,144,0,7,2006,258000,3,123,2263
20,7700,5,5,1972,1972,882,3,5,0,96,0,3,2007,112500,1,0,882
20,11100,4,7,1946,2006,930,2,6,0,0,0,4,2010,84900,1,0,930
30,6180,6,5,1926,1950,986,2,5,1,0,0,5,2007,102000,1,128,986
20,6173,5,6,1967,1967,902,3,6,0,0,0,8,2007,125500,1,0,902
80,13607,6,6,1986,1986,1982,3,6,1,400,0,4,2009,208000,3,112,1982
20,14333,8,5,2007,2007,2122,2,7,1,130,0,11,2007,345474,3,142,2122
60,9462,5,6,1949,1973,1728,3,7,1,245,0,7,2006,137000,2,60,1728
80,12328,6,5,1976,1976,1034,3,6,0,0,0,5,2010,169900,1,0,1034
60,9240,8,5,2001,2002,2263,3,7,1,0,0,9,2008,287000,3,234,2263
50,21780,6,5,1920,1950,1550,3,7,1,0,0,9,2006,195000,2,429,1550
20,7917,6,7,1976,1976,1113,3,6,1,370,0,5,2007,148000,2,30,1113
50,5000,5,7,1941,2006,1210,3,6,0,0,0,5,2008,124000,1,0,1210
20,12633,9,5,2007,2007,1978,2,7,1,308,0,5,2009,425000,2,52,1978
60,9473,8,5,2002,2002,2031,3,7,1,0,0,3,2008,237000,3,211,2031
50,10410,4,5,1915,1950,2377,3,8,1,0,0,6,2009,142900,2,432,2377
160,1300,6,6,1980,1980,1229,2,5,1,150,0,5,2009,124000,2,0,1229
60,13005,7,7,1980,1980,2353,4,10,1,288,0,8,2009,260000,3,195,2353
160,3951,6,5,2009,2009,1224,2,4,0,0,0,6,2009,164500,3,234,1224
